evaluation_tier,record_identifier,source_file,assertion_id,domain,official_source_locator,official_expected_value,expected_mapped_meaning,baseline_classification,post_correction_import_status,post_correction_stored_database_value,post_correction_api_observation,post_correction_classification,eligible_for_semantic_denominator,post_correction_rationale
detailed_fidelity,CNW 277,dcm-catalogue-data/cnw/data-cnw/cnw0277.xml,277-07,component_structure,count((//mei:work)[1]//mei:expression); count((//mei:work)[1]//mei:componentList),"{""component_lists"":0,""expressions"":1}",Represent the asserted expression/component hierarchy and representative component values without assuming every expression is a musical movement.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,skipped_performance_event_no_supported_direct_values","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 277,dcm-catalogue-data/cnw/data-cnw/cnw0277.xml,277-08,instrumentation,(//mei:work)[1]//mei:perfRes[normalize-space()],"[{""codedval"":""vn"",""count"":""1"",""name"":""voice"",""solo"":""false""},{""codedval"":""ka"",""count"":""1"",""name"":""pf."",""solo"":""false""}]","Retain the asserted performance-resource count plus representative names, codes, counts, grouping, and solo attributes.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,skipped_performance_event_no_supported_direct_values","{""codedval_or_solo_fields"":[],""instrumentation_count"":2,""rows"":[{""name"":""1 voice"",""section"":""perfResList""},{""name"":""1 pf."",""section"":""perfResList""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The resource name and count are combined into an instrumentation name, but codedval and solo attributes are absent. Because material non-contradictory parts of the compound assertion are missing, it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 277,dcm-catalogue-data/cnw/data-cnw/cnw0277.xml,277-09,source_description,count(//mei:manifestation); count(//mei:manifestation//mei:item),"{""held_items"":1,""manifestations"":2}","Represent the asserted manifestations, held items, repositories, locations, and hand information in the intended source-reference domain.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,skipped_performance_event_no_supported_direct_values","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 277,dcm-catalogue-data/cnw/data-cnw/cnw0277.xml,277-10,source_description,//mei:manifestation[1]/mei:titleStmt/mei:title[1]; //mei:manifestation[1]//mei:item[1]//mei:repository[1],"{""item_identifier"":""A"",""location"":""CNS 226 (in CNS 250a)"",""manifestation_title"":""Score, autograph, fair copy"",""repository"":""DK-Kk""}","Represent the asserted manifestations, held items, repositories, locations, and hand information in the intended source-reference domain.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,skipped_performance_event_no_supported_direct_values","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 277,dcm-catalogue-data/cnw/data-cnw/cnw0277.xml,277-11,performance_event,(//mei:work)[1]//mei:event[1],"{""event_count"":1,""first_event"":{""corporations"":[],""date"":"""",""description"":"""",""element_text"":"""",""people"":[],""place"":"""",""venue"":""""}}","Represent the asserted catalogue event count and representative date, place, venue, people, corporations, and roles in the performance domain.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,skipped_performance_event_no_supported_direct_values","{""matrix_cell_rows_bounded"":false,""performance_count"":0,""rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The source has one selected performance event, but it contains no supported direct date, location, participant or description. The corrected import accounts for it with one skipped-event warning and creates no invented Performance row, so the flat model omits the event information. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 277,dcm-catalogue-data/cnw/data-cnw/cnw0277.xml,277-12,relation_target,(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target],"{""absolute_count"":1,""count"":7,""internal_count"":6,""targets"":[{""element"":""ref"",""label"":""CNW 276"",""relation"":"""",""target"":""document.xq?doc=cnw0276.xml""},{""element"":""ref"",""label"":""CNW 278"",""relation"":"""",""target"":""document.xq?doc=cnw0278.xml""},{""element"":""ref"",""label"":""CNW 279"",""relation"":"""",""target"":""document.xq?doc=cnw0279.xml""},{""element"":""ref"",""label"":""CNW 355"",""relation"":"""",""target"":""document.xq?doc=46c22e1e-500d-40f9-ba0c-2022e6ca974d.xml""},{""element"":""ref"",""label"":""CNW 356"",""relation"":"""",""target"":""document.xq?doc=cnw0358.xml""},{""element"":""ptr"",""label"":""Carl Nielsen Edition (Editorial Texts)"",""relation"":"""",""target"":""/dcm/assets/cnu/pdf/CNU_III_07_songs_4.pdf""},{""element"":""relation"",""label"":""Carl Nielsen Edition"",""relation"":""hasReproduction"",""target"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_III_05_songs_2.pdf#page=94""}]}",Retain asserted targets and relation categories while distinguishing internal/relative graph targets from external URLs.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,skipped_performance_event_no_supported_direct_values","{""external_reference_count"":1,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{""absolute_http_url"":1},""rows"":[{""label"":""hasReproduction"",""target"":""http://www.kb.dk/export/sites/kb_dk/da/nb/dcm/cnu/pdf/CNU_III_05_songs_2.pdf#page=94""}],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The one syntactically absolute HTTP(S) target is retained, while six internal, query-style or root-relative targets and their relation categories have no separate graph representation. The retained subset is non-contradictory, so the missing graph information is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-01,work_identity,count(//mei:work); (//mei:work)[1]/mei:identifier[@label='CNW'],"{""cnw"":[{""type"":""CNW"",""value"":""63""}],""work_count"":1}",Represent the official work as one stored work and retain its direct CNW identifier.,preserved,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""catalogue_identifiers"":[{""type"":""Opus"",""value"":""9""},{""type"":""CNW"",""value"":""63""},{""type"":""CNU"",""value"":""II/11""},{""type"":""CNS"",""value"":""24""},{""type"":""FS"",""value"":""20""}],""title"":""Sonate nr. 1 for violin og klaver, opus 9"",""work_id"":94}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,The frozen official-source expectation and corrected database observation support this classification. One work row remains and the asserted CNW identifier type/value is stored. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred.
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-02,responsibility,(//mei:work)[1]/mei:contributor//mei:persName,"[{""name"":""Carl Nielsen"",""role"":""composer""},{""name"":""Henri Marteau"",""role"":""dedicatee""}]",Retain the asserted contributor identities together with their catalogue roles.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""composer_name"":""Carl Nielsen"",""other_contributor_rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. Carl Nielsen is correctly stored as composer, while dedicatee Henri Marteau has no contributor-role row. The compound responsibility assertion is incomplete but not contradictory. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-03,catalogue_identifier,(//mei:work)[1]/mei:identifier,"[{""type"":""Opus"",""value"":""9""},{""type"":""CNW"",""value"":""63""},{""type"":""CNU"",""value"":""II/11""},{""type"":""CNS"",""value"":""24""},{""type"":""FS"",""value"":""20""}]",Retain the asserted identifier types and values without conflating types; preserve source order where the assertion requires it.,preserved,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""catalogue_number"":""63"",""ordering_basis"":""database primary-key ascending; importer creates rows sequentially, but no explicit source-position column exists"",""rows"":[{""database_id"":356,""type"":""Opus"",""value"":""9""},{""database_id"":357,""type"":""CNW"",""value"":""63""},{""database_id"":358,""type"":""CNU"",""value"":""II/11""},{""database_id"":359,""type"":""CNS"",""value"":""24""},{""database_id"":360,""type"":""FS"",""value"":""20""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. All asserted identifier type/value pairs are stored in source creation order when ordered by database primary key, and Work.catalogue_number selects the direct CNW value 63. The typed identifier inventory is retained without conflating identifier families. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-04,title,(//mei:work)[1]/mei:title,"[{""language"":""da"",""text"":""Sonate nr. 1 for violin og klaver, opus 9"",""type"":""""},{""language"":""en"",""text"":""Sonata No. 1 for Violin and Piano, Opus 9"",""type"":""""}]","Retain the asserted title texts, types, languages, count, and selected display-title meaning.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""alternate_title_rows"":[],""stored_title"":""Sonate nr. 1 for violin og klaver, opus 9"",""title_language_or_type_fields"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The selected Danish title is retained, but the other asserted titles and their language/type distinctions are not stored. Because the retained title does not contradict the source, the compound assertion is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-05,composition_date,(//mei:work)[1]/mei:creation/mei:date,"{""creation_text"":""1895"",""date"":{""id"":""date_N20582"",""isodate"":""1895"",""text"":""1895""}}","Retain the asserted date text, exact value or bounds, precision, and uncertainty rather than only an undifferentiated year.",transformed as intended,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""composition_date"":""1895"",""composition_year"":1895,""structured_bounds_or_uncertainty_fields"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",transformed as intended,true,The frozen official-source expectation and corrected database observation support this classification. The exact official date text is retained as composition_date and a defensible integer year is derived. The stored normalized pair retains the complete asserted date meaning through the model transformation. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred.
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-06,component_structure,count((//mei:work)[1]//mei:expression); count((//mei:work)[1]/mei:expressionList/mei:expression); count((//mei:work)[1]//mei:componentList/mei:expression); count((//mei:work)[1]//mei:componentList),"{""component_expressions"":3,""component_lists"":1,""expressions"":4,""top_level"":1}",Represent the asserted expression/component hierarchy and representative component values without assuming every expression is a musical movement.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-07,component_structure,(//mei:work)[1]//mei:componentList/mei:expression,"[{""n"":""1"",""tempos"":[""Allegro glorioso""],""titles"":[{""language"":""da"",""text"":""""}]},{""n"":""2"",""tempos"":[""Andante""],""titles"":[{""language"":""da"",""text"":""""}]},{""n"":""3"",""tempos"":[""Allegro piacevole e giovanile""],""titles"":[{""language"":""da"",""text"":""""}]}]",Represent the asserted expression/component hierarchy and representative component values without assuming every expression is a musical movement.,omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""expression_or_component_rows"":[],""movement_count"":0,""movement_rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The importer does not map MEI expression/component structures to the baseline model; zero movement rows do not represent the asserted hierarchy or values. The source structure is therefore omitted, and no claim is made that each expression is a musical movement. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-08,instrumentation,(//mei:work)[1]//mei:perfRes[normalize-space()],"[{""codedval"":""sa"",""count"":""1"",""name"":""vl."",""solo"":""false""},{""codedval"":""ka"",""count"":""1"",""name"":""pf."",""solo"":""false""}]","Retain the asserted performance-resource count plus representative names, codes, counts, grouping, and solo attributes.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""codedval_or_solo_fields"":[],""instrumentation_count"":2,""rows"":[{""name"":""1 vl."",""section"":""perfResList""},{""name"":""1 pf."",""section"":""perfResList""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The resource name and count are combined into an instrumentation name, but codedval and solo attributes are absent. Because material non-contradictory parts of the compound assertion are missing, it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-09,source_description,count(//mei:manifestation); count(//mei:manifestation//mei:item),"{""held_items"":7,""manifestations"":6}","Represent the asserted manifestations, held items, repositories, locations, and hand information in the intended source-reference domain.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-10,source_description,count(//mei:handList); //mei:manifestation[1]/mei:titleStmt/mei:title[1]; //mei:manifestation[1]//mei:item[1],"{""hand_lists"":1,""representative"":{""item_identifier"":""D"",""location"":""CNS 24c"",""manifestation_title"":""Score, sketch"",""repository"":""DK-Kk""}}","Represent the asserted manifestations, held items, repositories, locations, and hand information in the intended source-reference domain.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""rows"":[],""source_reference_count"":0}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The official manifestation/item information has no stored source-reference representation; the corrected database source-reference collection is empty. The asserted information is missing without a contradictory replacement, so it is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-11,performance_event,count((//mei:work)[1]//mei:event); (//mei:work)[1]//mei:event[1],"{""event_count"":38,""first_event"":{""corporations"":[],""date"":""1896-01-15"",""description"":""First performance."",""element_text"":""1896-01-15 Koncertpalæet Copenhagen Anton Svendsen, violin Johanne Stockmarr, piano First performance. Reviews article journal Robert Henriques Dannebrog 1896-01-16 article journal Angul Hammerich Nationaltidende 1896-01-17"",""people"":[{""name"":""Anton Svendsen, violin"",""role"":""performer""},{""name"":""Johanne Stockmarr, piano"",""role"":""performer""}],""place"":""Copenhagen"",""venue"":""Koncertpalæet""}}","Represent the asserted catalogue event count and representative date, place, venue, people, corporations, and roles in the performance domain.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""matrix_cell_rows_bounded"":true,""performance_count"":38,""rows"":[{""database_id"":1928,""location"":""Venue: Koncertpalæet; Place: Copenhagen"",""note"":""First performance."",""performed_on"":""1896-01-15"",""performers"":""Anton Svendsen, violin (performer), Johanne Stockmarr, piano (performer)""},{""database_id"":1929,""location"":""Venue: Frimurerlogen; Place: Copenhagen"",""note"":""Kammermusikforeningen."",""performed_on"":""1896-02-19"",""performers"":""Anton Svendsen, violin (performer), Johanne Stockmarr, piano (performer)""},{""database_id"":1930,""location"":""Venue: Koncertpalæet; Place: Copenhagen"",""note"":""Carl Nielsen."",""performed_on"":""1898-02-03"",""performers"":""Anton Svendsen, violin (performer), Johanne Stockmarr, piano (performer)""},{""database_id"":1931,""location"":""Place: Copenhagen"",""note"":""Private Chamber Music Society (Privat Kammermusikforening)."",""performed_on"":""1899-11-16"",""performers"":null},{""database_id"":1932,""location"":""Venue: Frimurerlogen; Place: Copenhagen"",""note"":""Kammermusikforeningen."",""performed_on"":""1899-11-24"",""performers"":""Julius Borup, violin (performer), Dagmar Borup, piano (performer)""},{""matrix_cell_omitted_middle_count"":28},{""database_id"":1961,""location"":""Venue: Hornung Møllers Koncertsal; Place: Copenhagen"",""note"":null,""performed_on"":""1930-04-04"",""performers"":""Peder Møller, violin (performer), Karla Bjarnhof, piano (performer)""},{""database_id"":1962,""location"":""Venue: Hindsbergs Koncertsal; Place: Copenhagen"",""note"":null,""performed_on"":""1930-04-29"",""performers"":""Hertha Thode, violin (performer), Aage Foerlev, piano (performer)""},{""database_id"":1963,""location"":""Venue: Hornung & Møllers Koncertsal; Place: Copenhagen"",""note"":null,""performed_on"":""1930-11-04"",""performers"":""Peder Møller, violin (performer), Otto Mortensen, piano (performer)""},{""database_id"":1964,""location"":""Venue: Odd Fellow Palæet; Place: Copenhagen"",""note"":null,""performed_on"":""1930-11-27"",""performers"":""Henri Marteau, violin (performer), Christian Christiansen, piano (performer)""},{""database_id"":1965,""location"":""Venue: Hotel Royal; Place: Thisted"",""note"":null,""performed_on"":""1931-04-24"",""performers"":""Ellen Marquard, violin (performer), Georg Fjelrad, piano (performer)""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",transformed as intended,true,"The frozen official-source expectation and corrected database observation support this classification. All 38 selected source events are represented by 38 Performance rows. The first event's exact date, venue, place, participants, roles and direct description are retained through deterministic flat strings, preserving the complete asserted meaning through a defensible transformation. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 63,dcm-catalogue-data/cnw/data-cnw/cnw0063.xml,63-12,relation_target,(//mei:work)[1]//mei:relation[@target] | (//mei:work)[1]//mei:ref[@target] | (//mei:work)[1]//mei:ptr[@target],"{""absolute_count"":0,""count"":2,""targets"":[{""element"":""ref"",""label"":"""",""relation"":"""",""target"":""document.xq?doc=cnw0025.xml""},{""element"":""ptr"",""label"":""Carl Nielsen Edition"",""relation"":"""",""target"":""/dcm/assets/cnu/pdf/CNU_II_11_chamber_music_2.pdf""}]}",Retain asserted targets and relation categories while distinguishing internal/relative graph targets from external URLs.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_source_references,no_external_references","{""external_reference_count"":0,""matrix_cell_rows_bounded"":false,""mechanical_target_categories"":{},""rows"":[],""stored_domain"":""ExternalReference""}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. Both asserted targets are internal or root-relative and are absent from ExternalReference. Their values and relation categories have no separate graph representation, so the assertion is omitted without a contradictory external-link row. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-01,work_identity,count(//mei:work); (//mei:work)[1]/mei:identifier[@label='CNW'],"{""cnw"":[{""type"":""CNW"",""value"":""18""}],""work_count"":1}",Represent the official work as one stored work and retain its direct CNW identifier.,preserved,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""catalogue_identifiers"":[{""type"":""Opus"",""value"":""41""},{""type"":""CNW"",""value"":""18""},{""type"":""CNU"",""value"":""I/9; IV/1, Add. 35; III/4, 117–124""},{""type"":""CNS"",""value"":""345""},{""type"":""FS"",""value"":""94""}],""title"":""Musik til Helge Rodes skuespil \""Moderen\"", opus 41"",""work_id"":50}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,The frozen official-source expectation and corrected database observation support this classification. One work row remains and the asserted CNW identifier type/value is stored. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred.
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-02,responsibility,(//mei:work)[1]/mei:contributor//mei:persName,"[{""name"":""Carl Nielsen"",""role"":""composer""},{""name"":""Helge Rode"",""role"":""author""}]",Retain the asserted contributor identities together with their catalogue roles.,incorrect,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""composer_name"":""Carl Nielsen"",""other_contributor_rows"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. Carl Nielsen is correctly stored as composer, while author Helge Rode has no contributor-role row. The compound responsibility assertion is incomplete but not contradictory. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-03,catalogue_identifier,(//mei:work)[1]/mei:identifier,"[{""type"":""Opus"",""value"":""41""},{""type"":""CNW"",""value"":""18""},{""type"":""CNU"",""value"":""I/9; IV/1, Add. 35; III/4, 117–124""},{""type"":""CNS"",""value"":""345""},{""type"":""FS"",""value"":""94""}]",Retain the asserted identifier types and values without conflating types; preserve source order where the assertion requires it.,preserved,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""catalogue_number"":""18"",""ordering_basis"":""database primary-key ascending; importer creates rows sequentially, but no explicit source-position column exists"",""rows"":[{""database_id"":168,""type"":""Opus"",""value"":""41""},{""database_id"":169,""type"":""CNW"",""value"":""18""},{""database_id"":170,""type"":""CNU"",""value"":""I/9; IV/1, Add. 35; III/4, 117–124""},{""database_id"":171,""type"":""CNS"",""value"":""345""},{""database_id"":172,""type"":""FS"",""value"":""94""}]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",preserved,true,"The frozen official-source expectation and corrected database observation support this classification. All asserted identifier type/value pairs are stored in source creation order when ordered by database primary key, and Work.catalogue_number selects the direct CNW value 18. The typed identifier inventory is retained without conflating identifier families. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
detailed_fidelity,CNW 18,dcm-catalogue-data/cnw/data-cnw/cnw0018.xml,18-04,title,(//mei:work)[1]/mei:title,"[{""language"":""da"",""text"":""Musik til Helge Rodes skuespil \""Moderen\"", opus 41"",""type"":""""},{""language"":""en"",""text"":""Music for Helge Rode's Play 'The Mother', Opus 41"",""type"":""""},{""language"":""da"",""text"":""Et eventyrspil i en prolog og syv billeder"",""type"":""subordinate""},{""language"":""en"",""text"":""A Play in a Prologue and Seven Scenes"",""type"":""subordinate""}]","Retain the asserted title texts, types, languages, count, and selected display-title meaning.",omitted,"success with warning; ImportLog=success; warnings=no_movements,no_source_references","{""alternate_title_rows"":[],""stored_title"":""Musik til Helge Rodes skuespil \""Moderen\"", opus 41"",""title_language_or_type_fields"":[]}","{""status"":""not_evaluated"",""reason_code"":""request_context_pool_unresolved"",""index_reconciliation_finalized"":false,""detail_request_count"":0,""row_level_api_value_inferred"":false}",omitted,true,"The frozen official-source expectation and corrected database observation support this classification. The selected Danish title is retained, but the other asserted titles and their language/type distinctions are not stored. Because the retained title does not contradict the source, the compound assertion is omitted. The classification is based on the frozen official-source oracle and corrected database observation. Post-correction API exposure was not evaluated; no API value is inferred."
